City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
177,molochnoye,59.2917,39.6787,7.400000000000034,86,91,3.13,RU,1712606489
178,atafu village,-8.5421,-172.5159,29.379999999999995,76,97,5.09,TK,1712606313
179,kayangel,8.0823,134.7173,27.960000000000036,76,94,6.52,PW,1712606489
180,lorengau,-2.0226,147.2712,27.900000000000034,80,100,3.5,PG,1712606489
181,nowogrod bobrzanski,51.7986,15.2352,21.620000000000005,65,99,2.83,PL,1712606489
182,long beach,33.767,-118.1892,22.32000000000005,60,20,3.6,US,1712606488
183,strathmore,51.0501,-113.3852,12.700000000000045,29,4,3.6,CA,1712606400
184,pontes e lacerda,-15.2261,-59.3353,27.450000000000045,85,100,1.67,BR,1712606236
185,ad darb,17.7229,42.2526,30.760000000000048,50,11,4.39,SA,1712606490
186,nuriootpa,-34.4833,139.0,10.360000000000014,73,70,3.54,AU,1712606490
187,touros,-5.1989,-35.4608,26.010000000000048,88,100,3.44,BR,1712606490
188,el porvenir,13.7617,-87.3458,34.629999999999995,18,78,3.59,HN,1712606490
189,tahoua,14.8888,5.2692,32.379999999999995,10,100,0.95,NE,1712606490
190,minas de marcona,-15.2119,-75.1103,21.980000000000018,62,17,6.78,PE,1712606490
191,al aaroui,35.0118,-3.0045,20.05000000000001,42,100,4.12,MA,1712606490
192,geraldton,-28.7667,114.6,24.230000000000018,31,50,9.26,AU,1712605890
193,madimba,-10.4,40.3333,26.620000000000005,94,40,1.03,TZ,1712606490
194,puerto penasco,31.3167,-113.5333,20.99000000000001,69,20,4.12,MX,1712606440
195,vallenar,-28.5708,-70.7581,27.210000000000036,37,0,3.31,CL,1712606491
196,calabozo,8.9242,-67.4293,39.47000000000003,22,41,3.38,VE,1712606491
197,sidi khaled,34.387,4.9879,26.410000000000025,12,98,4.63,DZ,1712606491
198,tara,56.8944,74.371,0.82000000000005,100,100,1.29,RU,1712606491
199,christchurch,-43.5333,172.6333,11.080000000000041,100,45,1.03,NZ,1712606238
200,kalmunai,7.4167,81.8167,26.120000000000005,77,81,1.71,LK,1712606491
201,camalu,30.85,-116.0667,18.140000000000043,61,6,5.4,MX,1712606491
202,kidal,18.4411,1.4078,32.98000000000002,7,86,4.18,ML,1712606414
203,saint-philippe,-21.3585,55.7679,23.77000000000004,83,75,2.15,RE,1712606215
204,dakhla,23.6848,-15.958,19.010000000000048,77,0,11.32,EH,1712606491
205,az zubayr,30.3945,47.7011,26.920000000000016,41,75,3.09,IQ,1712606491
206,kalabo,-14.97,22.6814,21.930000000000007,74,89,1.37,ZM,1712606492
207,arraial do cabo,-22.9661,-42.0278,27.980000000000018,69,0,6.69,BR,1712606492
208,tamanrasset,22.785,5.5228,25.950000000000045,11,0,2.06,DZ,1712606492
209,bikenibeu village,1.3673,173.1241,28.980000000000018,79,75,3.6,KI,1712606492
210,san patricio,28.017,-97.5169,26.04000000000002,71,100,8.83,US,1712606336
211,kruisfontein,-34.0033,24.7314,17.160000000000025,96,93,3.53,ZA,1712606492
212,udachny,66.4167,112.4,-12.529999999999973,81,100,4.4,RU,1712606493
213,ingeniero guillermo n. juarez,-23.9,-61.85,28.83000000000004,62,85,3.33,AR,1712606493
214,porbandar,21.6422,69.6093,26.120000000000005,66,0,3.67,IN,1712606493
215,burang,30.25,81.1667,-14.20999999999998,71,20,0.51,CN,1712606493
216,la ferte-mace,48.59,-0.358,7.25,93,99,6.41,FR,1712606493
217,new norfolk,-42.7826,147.0587,6.720000000000027,86,2,1.26,AU,1712606262
218,beira,-19.8436,34.8389,25.05000000000001,94,40,1.54,MZ,1712606493
219,an ros,53.5223,-6.0931,7.360000000000014,99,75,9.77,IE,1712606494
220,mejit,10.2753,170.8646,26.840000000000032,84,100,10.66,MH,1712606330
221,pionerskiy,54.9508,20.2275,17.860000000000014,96,59,4.7,RU,1712606494
222,sa'dah,16.9402,43.7639,21.629999999999995,60,35,1.56,YE,1712606494
223,palmer,42.1584,-72.3287,17.75,31,75,0.0,US,1712606495
224,lycksele,64.5954,18.6735,0.2400000000000091,93,49,1.54,SE,1712606495
225,ta`u,-14.2336,-169.5144,29.52000000000004,78,33,6.46,AS,1712606341
226,olinda,-8.0089,-34.8553,29.850000000000023,66,20,3.6,BR,1712605860
227,phan rang-thap cham,11.5667,108.9833,23.02000000000004,92,53,2.45,VN,1712606495
